"commodity";"station1";"station2";"baseTariff";"deadline"
402;883809;190609;"4362.94840995294";"6"
402;223803;190609;"1529.04215595294";"6"
402;195001;190609;"1650.50936558824";"6"
402;216000;190609;"1499.49115595294";"6"
402;205909;190609;"1766.29604583529";"6"
402;622607;190609;"2138.76102174118";"6"
402;852500;190609;"4144.97987430588";"6"
402;885100;190609;"4548.26871308235";"6"
402;209007;190609;"1765.85022734118";"6"
402;209100;190609;"1765.85022734118";"6"
402;652706;190609;"3036.39936851765";"6"
402;207603;190609;"1834.03700795294";"6"
402;527703;657907;"3071.21622484706";"6"
402;537300;657907;"3071.21622484706";"6"
402;622109;657907;"1887.26410131765";"6"
402;611509;657907;"2157.90853524706";"6"
402;528509;657907;"3040.64622484706";"6"
402;596703;657907;"2349.25688272941";"6"
402;237007;657907;"2428.64513472941";"6"
402;657108;657907;"1660.38343962353";"6"
402;831608;657907;"3064.00635628235";"6"
402;601600;657907;"2028.64188762353";"6"
402;817206;657907;"2170.88541632941";"6"
402;584405;657907;"1990.89640131765";"6"
402;845901;657907;"3665.45506602353";"6"
402;845704;657907;"3629.92567694118";"6"
402;615001;657907;"2306.89602174118";"6"
402;830304;657907;"2942.82222484706";"6"
402;583101;657907;"2171.15553524706";"6"
402;601102;657907;"2094.87688762353";"6"
402;635306;657907;"1446.82578334118";"6"
402;832403;657907;"3110.95722484706";"6"
402;619002;657907;"1927.06125421176";"6"
402;530405;657907;"2750.37191877647";"6"
402;529605;657907;"2737.68882138824";"6"
402;608101;657907;"1682.35082583529";"6"
402;794907;657907;"2693.05259334118";"6"
402;624000;657907;"1453.63615595294";"6"
402;653200;657907;"1912.82153242353";"6"
402;633300;657907;"1709.43584583529";"6"
402;537007;657907;"3166.92535628235";"6"
402;516200;657907;"2712.66891877647";"6"
402;586504;657907;"2436.24126423529";"6"
402;197308;657907;"2262.57887256471";"6"
402;234301;657907;"2224.89241632941";"6"
402;245003;657907;"1950.21168743529";"6"
402;527101;657907;"2976.68596851765";"6"
402;651008;657907;"2024.59000795294";"6"
402;651309;657907;"1766.29604583529";"6"
402;510702;657907;"2629.26288164706";"6"
402;883809;657907;"3985.59223404706";"6"
402;223803;657907;"2246.56153524706";"6"
402;195001;657907;"2530.04210837647";"6"
402;216000;657907;"2526.47666334118";"6"
402;205909;657907;"2639.22184437647";"6"
402;622607;657907;"1818.48160131765";"6"
402;852500;657907;"3809.13406602353";"6"
402;885100;657907;"4170.89273261176";"6"
402;209007;657907;"2518.32466334118";"6"
402;209100;657907;"2518.32466334118";"6"
402;652706;657907;"1932.15625421176";"6"
402;207603;657907;"2689.93088084706";"6"
402;527703;800008;"3621.80292823529";"6"
402;537300;800008;"3621.80292823529";"6"
402;622109;800008;"2996.31972484706";"6"
402;611509;800008;"3203.60935628235";"6"
402;528509;800008;"3591.23292823529";"6"
402;596703;800008;"3332.57332494118";"6"
402;237007;800008;"3323.27673618824";"6"
402;657108;800008;"1846.56615242353";"6"
402;831608;800008;"1978.20129171765";"6"
402;601600;800008;"3095.67222484706";"6"
402;817206;800008;"1442.63196296471";"6"
402;584405;800008;"3099.95202484706";"6"
402;845901;800008;"2994.93191877647";"6"
402;845704;800008;"2858.53788164706";"6"
402;615001;800008;"3352.95332494118";"6"
402;830304;800008;"1875.79188762353";"6"
402;583101;800008;"3313.08673618824";"6"
402;601102;800008;"3161.90722484706";"6"
402;635306;800008;"2642.03126334118";"6"
402;832403;800008;"2001.90160131765";"6"
402;619002;800008;"3031.30436851765";"6"
402;530405;800008;"3420.89506602353";"6"
402;529605;800008;"3465.38774694118";"6"
402;608101;800008;"2830.89675138823";"6"
402;794907;800008;"1497.84711334118";"6"
402;624000;800008;"2634.12684437647";"6"
402;653200;800008;"2047.03706743529";"6"
402;633300;800008;"2857.98177138823";"6"
402;537007;800008;"3629.14409195294";"6"
402;516200;800008;"3417.65200861176";"6"
402;586504;800008;"3288.70894743529";"6"
402;197308;800008;"3138.43574668235";"6"
402;234301;800008;"3219.91335628235";"6"
402;245003;800008;"2710.31088084706";"6"
402;527101;800008;"3579.06160861176";"6"
402;651008;800008;"2076.85425421176";"6"
402;651309;800008;"1805.80615242353";"6"
402;510702;800008;"3400.65067694118";"6"
402;883809;800008;"3580.62849494118";"6"
402;223803;800008;"3388.49273618824";"6"
402;195001;800008;"3486.48375628235";"6"
402;216000;800008;"3449.23074668235";"6"
402;205909;800008;"3483.82711538823";"6"
402;622607;800008;"2927.53722484706";"6"
402;852500;800008;"3138.61091877647";"6"
402;885100;800008;"3769.19674668235";"6"
402;209007;800008;"3441.07874668235";"6"
402;209100;800008;"3441.07874668235";"6"
402;652706;800008;"1879.89200795294";"6"
402;207603;800008;"3473.63711538823";"6"
402;527703;830304;"3969.35323425882";"6"
402;537300;830304;"3969.35323425882";"6"
402;622109;830304;"3464.20256602353";"6"
402;611509;830304;"3584.76800861176";"6"
402;528509;830304;"3938.78323425882";"6"
402;596703;830304;"3658.69509195294";"6"
402;237007;830304;"3573.74506602353";"6"
402;657108;830304;"2740.88088084706";"6"
402;831608;830304;"1271.79651705882";"6"
402;601600;830304;"3563.55506602353";"6"
402;817206;830304;"2367.50513472941";"6"
402;584405;830304;"3567.83486602353";"6"
402;845901;830304;"2036.82668743529";"6"
402;845704;830304;"1993.29625421176";"6"
402;615001;830304;"3646.25892823529";"6"
402;830304;830304;"0.0";"6"
402;583101;830304;"3646.25892823529";"6"
402;601102;830304;"3629.79006602353";"6"
402;635306;830304;"3474.49633618824";"6"
402;832403;830304;"1205.99009647059";"6"
402;619002;830304;"3563.69067694118";"6"
402;530405;830304;"3756.74087430588";"6"
402;529605;830304;"3789.60827574118";"6"
402;608101;830304;"3472.12894743529";"6"
402;794907;830304;"2292.22800825882";"6"
402;624000;830304;"3403.37574668235";"6"
402;653200;830304;"3005.14229877647";"6"
402;633300;830304;"3499.21396743529";"6"
402;537007;830304;"3991.05270738824";"6"
402;516200;830304;"3719.03787430588";"6"
402;586504;830304;"3605.06706404706";"6"
402;197308;830304;"3381.31892823529";"6"
402;234301;830304;"3566.61206602353";"6"
402;245003;830304;"3368.23832494118";"6"
402;527101;830304;"3927.70116569412";"6"
402;651008;830304;"2942.09588164706";"6"
402;651309;830304;"2700.12088084706";"6"
402;510702;830304;"3677.69673261176";"6"
402;883809;830304;"2755.19404256471";"6"
402;223803;830304;"3673.42100861176";"6"
402;195001;830304;"3833.18246602353";"6"
402;216000;830304;"3756.63720004706";"6"
402;205909;830304;"3810.16673261176";"6"
402;622607;830304;"3395.42006602353";"6"
402;852500;830304;"2232.19560131765";"6"
402;885100;830304;"3060.84688084706";"6"
402;209007;830304;"3748.48520004706";"6"
402;209100;830304;"3748.48520004706";"6"
402;652706;830304;"2797.39788164706";"6"
402;207603;830304;"3799.97673261176";"6"
402;527703;840109;"4346.61038734118";"6"
402;537300;840109;"4346.61038734118";"6"
402;622109;840109;"3800.04837430588";"6"
402;611509;840109;"3933.40756569412";"6"
402;528509;840109;"4316.04038734118";"6"
402;596703;840109;"4020.60370738824";"6"
402;237007;840109;"3909.59087430588";"6"
402;657108;840109;"3449.23074668235";"6"
402;831608;840109;"2068.98541632941";"6"
402;601600;840109;"3899.40087430588";"6"
402;817206;840109;"3262.13673618823";"6"
402;584405;840109;"3903.68067430588";"6"
402;845901;840109;"1332.14066607059";"6"
402;845704;840109;"1416.13182498824";"6"
402;615001;840109;"4040.98370738824";"6"
402;830304;840109;"1926.94707825882";"6"
402;583101;840109;"3993.80923425882";"6"
402;601102;840109;"3965.63587430588";"6"
402;635306;840109;"3807.66852823529";"6"
402;832403;840109;"2146.33629171765";"6"
402;619002;840109;"3887.91120574118";"6"
402;530405;840109;"4134.11685477647";"6"
402;529605;840109;"4166.96445164706";"6"
402;608101;840109;"3788.48706404706";"6"
402;794907;840109;"3208.07029851765";"6"
402;624000;840109;"3710.78220004706";"6"
402;653200;840109;"3590.84249538823";"6"
402;633300;840109;"3815.57208404706";"6"
402;537007;840109;"4368.40888329412";"6"
402;516200;840109;"4143.56852334118";"6"
402;586504;840109;"3982.42323995294";"6"
402;197308;840109;"3728.86923425882";"6"
402;234301;840109;"3902.45787430588";"6"
402;245003;840109;"3694.36009195294";"6"
402;527101;840109;"4304.97812334118";"6"
402;651008;840109;"3627.01694743529";"6"
402;651309;840109;"3446.65394743529";"6"
402;510702;840109;"4102.22738164706";"6"
402;883809;840109;"2307.47224825882";"6"
402;223803;840109;"4069.21523425882";"6"
402;195001;840109;"4169.02827430588";"6"
402;216000;840109;"4133.99337595294";"6"
402;205909;840109;"4187.54271308235";"6"
402;622607;840109;"3731.26587430588";"6"
402;852500;840109;"1462.78343765756";"6"
402;885100;840109;"2587.65641632941";"6"
402;209007;840109;"4125.84137595294";"6"
402;209100;840109;"4125.84137595294";"6"
402;652706;840109;"3482.31894743529";"6"
402;207603;840109;"4177.35271308235";"6"
402;527703;511404;"1814.67600795294";"6"
402;537300;511404;"1814.67600795294";"6"
402;622109;511404;"2071.80303524706";"6"
402;611509;511404;"1825.88500795294";"6"
402;528509;511404;"1784.10600795294";"6"
402;596703;511404;"2110.67129171765";"6"
402;237007;511404;"2644.31684437647";"6"
402;657108;511404;"3262.71135628235";"6"
402;831608;511404;"3746.55087430588";"6"
402;601600;511404;"2306.89602174118";"6"
402;817206;511404;"3427.78211538823";"6"
402;584405;511404;"2135.33109171765";"6"
402;845901;511404;"4284.34771308235";"6"
402;845704;511404;"4284.34771308235";"6"
402;615001;511404;"1651.78082583529";"6"
402;830304;511404;"3699.39620574118";"6"
402;583101;511404;"2028.64188762353";"6"
402;601102;511404;"2237.39053524706";"6"
402;635306;511404;"2856.43548084706";"6"
402;832403;511404;"3867.53120574118";"6"
402;619002;511404;"2342.56102174118";"6"
402;530405;511404;"1428.63507487059";"6"
402;529605;511404;"1390.99822595294";"6"
402;608101;511404;"2449.02513472941";"6"
402;794907;511404;"3810.44593861176";"6"
402;624000;511404;"2480.62166334118";"6"
402;653200;511404;"3465.06370494118";"6"
402;633300;511404;"2646.74628423529";"6"
402;537007;511404;"1841.46525421176";"6"
402;516200;511404;"1239.88265985882";"6"
402;586504;511404;"1300.78615595294";"6"
402;197308;511404;"2491.69788164706";"6"
402;234301;511404;"2483.67866334118";"6"
402;245003;511404;"3010.92436851765";"6"
402;527101;511404;"1632.82742583529";"6"
402;651008;511404;"3498.54473618824";"6"
402;651309;511404;"3358.04832494118";"6"
402;510702;511404;"1133.24728294118";"6"
402;883809;511404;"4646.01505329412";"6"
402;223803;511404;"2335.82070837647";"6"
402;195001;511404;"2797.14627256471";"6"
402;216000;511404;"2464.31013472941";"6"
402;205909;511404;"2374.73188272941";"6"
402;622607;511404;"1766.79168743529";"6"
402;852500;511404;"4475.18138164706";"6"
402;885100;511404;"4878.49002498823";"6"
402;209007;511404;"2208.85853524706";"6"
402;209100;511404;"2208.85853524706";"6"
402;652706;511404;"3393.71332494118";"6"
402;207603;511404;"2413.36013472941";"6"
402;527703;438506;"2609.67084437647";"6"
402;537300;438506;"2670.56988084706";"6"
402;622109;438506;"1887.26410131765";"6"
402;611509;438506;"2117.80429171765";"6"
402;528509;438506;"2579.10084437647";"6"
402;596703;438506;"1316.73741411765";"6"
402;237007;438506;"1996.80660131765";"6"
402;657108;438506;"2938.88691877647";"6"
402;831608;438506;"3557.93220004706";"6"
402;601600;438506;"1651.78082583529";"6"
402;817206;438506;"3302.00332494118";"6"
402;584405;438506;"1692.58024315294";"6"
402;845901;438506;"4142.88370738824";"6"
402;845704;438506;"4142.88370738824";"6"
402;615001;438506;"2171.15553524706";"6"
402;830304;438506;"3557.93220004706";"6"
402;583101;438506;"1571.29507487059";"6"
402;601102;438506;"1599.03000108235";"6"
402;635306;438506;"2421.82430837647";"6"
402;832403;438506;"3726.06720004706";"6"
402;619002;438506;"2342.56102174118";"6"
402;530405;438506;"2275.79513472941";"6"
402;529605;438506;"2306.99895272941";"6"
402;608101;438506;"1965.49668743529";"6"
402;794907;438506;"3653.98987743529";"6"
402;624000;438506;"2171.15553524706";"6"
402;653200;438506;"3207.78260484706";"6"
402;633300;438506;"2188.70631171765";"6"
402;537007;438506;"2706.70688164706";"6"
402;516200;438506;"2126.53302174118";"6"
402;586504;438506;"1608.35104583529";"6"
402;197308;438506;"1721.67660131765";"6"
402;234301;438506;"1842.18900795294";"6"
402;245003;438506;"2384.92188272941";"6"
402;527101;438506;"2508.56547256471";"6"
402;651008;438506;"3181.09736851765";"6"
402;651309;438506;"3000.73436851765";"6"
402;510702;438506;"1952.42207825882";"6"
402;883809;438506;"4504.45202477647";"6"
402;223803;438506;"1646.70107487059";"6"
402;195001;438506;"2108.75940795294";"6"
402;216000;438506;"1499.49115595294";"6"
402;205909;438506;"1371.98716254118";"6"
402;622607;438506;"1860.50688762353";"6"
402;852500;438506;"4286.56270738824";"6"
402;885100;438506;"4736.88738734118";"6"
402;209007;438506;"1296.06614795294";"6"
402;209100;438506;"1267.94366607059";"6"
402;652706;438506;"3257.61635628235";"6"
402;207603;438506;"1448.54115595294";"6"
402;527703;615001;"2146.69953524706";"6"
402;537300;615001;"2197.37941632941";"6"
402;622109;615001;"1515.17593962353";"6"
402;611509;615001;"1411.39951705882";"6"
402;528509;615001;"2166.80941632941";"6"
402;596703;615001;"2110.67129171765";"6"
402;237007;615001;"2599.28126423529";"6"
402;657108;615001;"2802.49288164706";"6"
402;831608;615001;"3526.22509195294";"6"
402;601600;615001;"1986.61660131765";"6"
402;817206;615001;"3262.13673618823";"6"
402;584405;615001;"1692.58024315294";"6"
402;845901;615001;"4095.70923425882";"6"
402;845704;615001;"4048.55456569412";"6"
402;615001;615001;"0.0";"6"
402;830304;615001;"3493.40892823529";"6"
402;583101;615001;"1891.39625421176";"6"
402;601102;615001;"2146.03207825882";"6"
402;635306;615001;"2332.56513524706";"6"
402;832403;615001;"3661.54392823529";"6"
402;619002;615001;"1796.86604583529";"6"
402;530405;615001;"1792.26668743529";"6"
402;529605;615001;"1776.49407795294";"6"
402;608101;615001;"2059.21188762353";"6"
402;794907;615001;"3615.80667668235";"6"
402;624000;615001;"1934.92668743529";"6"
402;653200;615001;"3005.14229877647";"6"
402;633300;615001;"2279.49043632941";"6"
402;537007;615001;"2210.48370837647";"6"
402;516200;615001;"1620.34815242353";"6"
402;586504;615001;"1340.73196296471";"6"
402;197308;615001;"2430.08588084706";"6"
402;234301;615001;"2372.69388272941";"6"
402;245003;615001;"2649.41184437647";"6"
402;527101;615001;"2009.68848762353";"6"
402;651008;615001;"2985.78475138824";"6"
402;651309;615001;"2898.12691877647";"6"
402;510702;615001;"1443.92007487059";"6"
402;883809;615001;"4457.27755164706";"6"
402;223803;615001;"2246.56153524706";"6"
402;195001;615001;"2688.08253472941";"6"
402;216000;615001;"2352.75102174118";"6"
402;205909;615001;"2374.73188272941";"6"
402;622607;615001;"1198.75716254118";"6"
402;852500;615001;"4239.38823425882";"6"
402;885100;615001;"4642.59785477647";"6"
402;209007;615001;"2208.85853524706";"6"
402;209100;615001;"2208.85853524706";"6"
402;652706;615001;"3036.39936851765";"6"
402;207603;615001;"2413.36013472941";"6"
402;527703;184100;"3192.40035628235";"6"
402;537300;184100;"3288.63073618824";"6"
402;622109;184100;"2161.06220837647";"6"
402;611509;184100;"2514.27187256471";"6"
402;528509;184100;"3258.06073618823";"6"
402;596703;184100;"1818.75200795294";"6"
402;237007;184100;"1463.82615595294";"6"
402;657108;184100;"3041.49436851765";"6"
402;831608;184100;"3410.70506602353";"6"
402;601600;184100;"1891.39625421176";"6"
402;817206;184100;"3302.00332494118";"6"
402;584405;184100;"2135.33109171765";"6"
402;845901;184100;"4048.55456569412";"6"
402;845704;184100;"4001.30087430588";"6"
402;615001;184100;"2634.12684437647";"6"
402;830304;184100;"3493.40892823529";"6"
402;583101;184100;"2221.83541632941";"6"
402;601102;184100;"1866.94615242353";"6"
402;635306;184100;"2531.04648272941";"6"
402;832403;184100;"3661.54392823529";"6"
402;619002;184100;"2563.18387256471";"6"
402;530405;184100;"2852.97936851765";"6"
402;529605;184100;"2933.00143851765";"6"
402;608101;184100;"2201.72553524706";"6"
402;794907;184100;"3525.51766618823";"6"
402;624000;184100;"2418.45513472941";"6"
402;653200;184100;"3207.78260484706";"6"
402;633300;184100;"2318.06972837647";"6"
402;537007;184100;"3263.15573618824";"6"
402;516200;184100;"2712.66891877647";"6"
402;586504;184100;"2265.60513472941";"6"
402;197308;184100;"993.423147952941";"6"
402;234301;184100;"1456.69315595294";"6"
402;245003;184100;"1950.21168743529";"6"
402;527101;184100;"3076.71882484706";"6"
402;651008;184100;"2985.78475138824";"6"
402;651309;184100;"2898.12691877647";"6"
402;510702;184100;"2567.65088084706";"6"
402;883809;184100;"4410.12288308235";"6"
402;223803;184100;"1727.18682583529";"6"
402;195001;184100;"1636.51956254118";"6"
402;216000;184100;"1578.65000108235";"6"
402;205909;184100;"1619.62343962353";"6"
402;622607;184100;"2312.48666334118";"6"
402;852500;184100;"4192.23356569412";"6"
402;885100;184100;"4642.59785477647";"6"
402;209007;184100;"1838.41415242353";"6"
402;209100;184100;"1838.41415242353";"6"
402;652706;184100;"3136.43222484706";"6"
402;207603;184100;"1683.20544315294";"6"
402;527703;583101;"2503.06287256471";"6"
402;537300;583101;"2503.06287256471";"6"
402;622109;583101;"1471.94257487059";"6"
402;611509;583101;"1714.90022734118";"6"
402;528509;583101;"2472.49287256471";"6"
402;596703;583101;"1512.41500108235";"6"
402;237007;583101;"2141.24129171765";"6"
402;657108;583101;"2679.98184437647";"6"
402;831608;583101;"3493.40892823529";"6"
402;601600;583101;"1571.29507487059";"6"
402;817206;583101;"3165.90635628235";"6"
402;584405;583101;"1262.64294795294";"6"
402;845901;583101;"4048.55456569412";"6"
402;845704;583101;"4001.30087430588";"6"
402;615001;583101;"1891.39625421176";"6"
402;830304;583101;"3493.40892823529";"6"
402;583101;583101;"0.0";"6"
402;601102;583101;"1680.76343962353";"6"
402;635306;583101;"2148.02620131765";"6"
402;832403;583101;"3613.30000861176";"6"
402;619002;583101;"2064.30688762353";"6"
402;530405;583101;"2164.23602174118";"6"
402;529605;583101;"2159.19748632941";"6"
402;608101;583101;"1645.09843962353";"6"
402;794907;583101;"3565.38425494118";"6"
402;624000;583101;"1891.39625421176";"6"
402;653200;583101;"3005.14229877647";"6"
402;633300;583101;"1896.78702795294";"6"
402;537007;583101;"2539.16026423529";"6"
402;516200;583101;"1990.79253524706";"6"
402;586504;583101;"1461.67843962353";"6"
402;197308;583101;"1995.47470837647";"6"
402;234301;583101;"1937.98368743529";"6"
402;245003;583101;"2322.18102174118";"6"
402;527101;583101;"2350.68348272941";"6"
402;651008;583101;"2880.48388084706";"6"
402;651309;583101;"2761.73288164706";"6"
402;510702;583101;"1807.55168743529";"6"
402;883809;583101;"4410.12288308235";"6"
402;223803;583101;"1763.70644315294";"6"
402;195001;583101;"2256.24400131765";"6"
402;216000;583101;"1884.98700795294";"6"
402;205909;583101;"1766.29604583529";"6"
402;622607;583101;"1483.64582583529";"6"
402;852500;583101;"4192.23356569412";"6"
402;885100;583101;"4595.42338164706";"6"
402;209007;583101;"1652.23143962353";"6"
402;209100;583101;"1608.99807487059";"6"
402;652706;583101;"2933.79191877647";"6"
402;207603;583101;"1834.03700795294";"6"
402;527703;619002;"2609.67084437647";"6"
402;537300;619002;"2456.16566334118";"6"
402;622109;619002;"1628.79472734118";"6"
402;611509;619002;"1601.28143962353";"6"
402;528509;619002;"2579.10084437647";"6"
402;596703;619002;"2201.45541632941";"6"
402;237007;619002;"2428.64513472941";"6"
402;657108;619002;"2415.49188272941";"6"
402;831608;619002;"3410.70506602353";"6"
402;601600;619002;"1839.13200795294";"6"
402;817206;619002;"2842.08191877647";"6"
402;584405;619002;"1843.41180795294";"6"
402;845901;619002;"3906.97173261176";"6"
402;845704;619002;"3906.97173261176";"6"
402;615001;619002;"1762.22004583529";"6"
